TraitId;TraitName;TraitValues;TraitProperties;OtherProperties;pmcId
795;Plant architecture;{"R2":"0.59","Year":"2009"};{"F Values Genotype":"4.97\u2021","F Values Location":"0.32 ns","Location":"1 & 2"};{};PMC3852376
796;Plant architecture;{"R2":"0.54","Year":"2009"};{"F Values Genotype":"1.60*","F Values Location":"\u2014","Location":"1"};{};PMC3852376
797;LEAF;{"R2":"0.47","Year":"2009"};{"F Values Genotype":"1.69\u2021","F Values Location":"\u2014","Location":"1"};{};PMC3852376
798;STEM;{"R2":"0.64","Year":"2009"};{"F Values Genotype":"5.03\u2021","F Values Location":"0.01 ns","Location":"1 & 2"};{};PMC3852376
799;DAP1st;{"R2":"0.78","Year":"2009"};{"F Values Genotype":"11.01\u2021","F Values Location":"44.19\u2020","Location":"3 & 4"};{};PMC3852376
800;DAP50;{"R2":"0.86","Year":"2009"};{"F Values Genotype":"12.82\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
801;YLD;{"R2":"0.76","Year":"2009"};{"F Values Genotype":"6.25\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
802;FH;{"R2":"0.77","Year":"2009"};{"F Values Genotype":"6.37\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
803;FW;{"R2":"0.68","Year":"2009"};{"F Values Genotype":"5.07\u2021","F Values Location":"26.66\u2020","Location":"3 & 4"};{};PMC3852376
804;FS;{"R2":"0.91","Year":"2009"};{"F Values Genotype":"18.79\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
805;FP;{"R2":"0.63","Year":"2009"};{"F Values Genotype":"3.14\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
806;30Wt;{"R2":"0.84","Year":"2009"};{"F Values Genotype":"11.03\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
807;SW;{"R2":"0.71","Year":"2009"};{"F Values Genotype":"7.45\u2021","F Values Location":"27.11\u2021","Location":"3 & 4"};{};PMC3852376
808;Brix;{"R2":"0.69","Year":"2009"};{"F Values Genotype":"4.50\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
809;pH;{"R2":"0.51","Year":"2009"};{"F Values Genotype":"2.21\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
810;CD;{"R2":"0.59","Year":"2009"};{"F Values Genotype":"4.97\u2021","F Values Location":"0.32 ns","Location":"1 & 2"};{};PMC3852376
811;H;{"R2":"0.69","Year":"2009"};{"F Values Genotype":"8.34\u2021","F Values Location":"0.30 ns","Location":"1 & 2"};{};PMC3852376
812;W;{"R2":"0.71","Year":"2009"};{"F Values Genotype":"3.85\u2021","F Values Location":"\u2014","Location":"1"};{};PMC3852376
813;SH;{"R2":"0.54","Year":"2009"};{"F Values Genotype":"1.60*","F Values Location":"\u2014","Location":"1"};{};PMC3852376
814;SZ;{"R2":"0.72","Year":"2009"};{"F Values Genotype":"9.06\u2021","F Values Location":"0.31 ns","Location":"1 & 2"};{};PMC3852376
815;HAB;{"R2":"0.45","Year":"2009"};{"F Values Genotype":"2.83\u2021","F Values Location":"38.50\u2021","Location":"1, 2, 3, 4"};{};PMC3852376
816;Leaf AUDPC;{"R2":"0.47","Year":"2009"};{"F Values Genotype":"1.69\u2021","F Values Location":"\u2014","Location":"1"};{};PMC3852376
817;Stem AUDPC;{"R2":"0.64","Year":"2009"};{"F Values Genotype":"5.03\u2021","F Values Location":"0.01 ns","Location":"1 & 2"};{};PMC3852376
818;Time to first ripe fruit (d);{"R2":"0.78","Year":"2009"};{"F Values Genotype":"11.01\u2021","F Values Location":"44.19\u2020","Location":"3 & 4"};{};PMC3852376
819;Time to 50% ripe fruit (d);{"R2":"0.86","Year":"2009"};{"F Values Genotype":"12.82\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
820;Yield;{"R2":"0.76","Year":"2009"};{"F Values Genotype":"6.25\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
821;Fruit height;{"R2":"0.77","Year":"2009"};{"F Values Genotype":"6.37\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
822;Fruit width;{"R2":"0.68","Year":"2009"};{"F Values Genotype":"5.07\u2021","F Values Location":"26.66\u2020","Location":"3 & 4"};{};PMC3852376
823;Fruit shape;{"R2":"0.91","Year":"2009"};{"F Values Genotype":"18.79\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
824;Fruit size;{"R2":"0.63","Year":"2009"};{"F Values Genotype":"3.14\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
825;Fruit weight;{"R2":"0.84","Year":"2009"};{"F Values Genotype":"11.03\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
826;Seed weight;{"R2":"0.71","Year":"2009"};{"F Values Genotype":"7.45\u2021","F Values Location":"27.11\u2021","Location":"3 & 4"};{};PMC3852376
827;Brix;{"R2":"0.69","Year":"2009"};{"F Values Genotype":"4.50\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
828;pH;{"R2":"0.51","Year":"2009"};{"F Values Genotype":"2.21\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
829;Canopy density;{"R2":"0.59","Year":"2009"};{"F Values Genotype":"4.97\u2021","F Values Location":"0.32 ns","Location":"1 & 2"};{};PMC3852376
830;Plant height;{"R2":"0.69","Year":"2009"};{"F Values Genotype":"8.34\u2021","F Values Location":"0.30 ns","Location":"1 & 2"};{};PMC3852376
831;Plant width;{"R2":"0.71","Year":"2009"};{"F Values Genotype":"3.85\u2021","F Values Location":"\u2014","Location":"1"};{};PMC3852376
832;Plant shape (H:W);{"R2":"0.54","Year":"2009"};{"F Values Genotype":"1.60*","F Values Location":"\u2014","Location":"1"};{};PMC3852376
833;Plant size;{"R2":"0.72","Year":"2009"};{"F Values Genotype":"9.06\u2021","F Values Location":"0.31 ns","Location":"1 & 2"};{};PMC3852376
834;Plant habit;{"R2":"0.45","Year":"2009"};{"F Values Genotype":"2.83\u2021","F Values Location":"38.50\u2021","Location":"1, 2, 3, 4"};{};PMC3852376
835;Maturity;{"Year":"2009"};{"R2":"0.42","Group":"Hort5-1","Peak LOD\/Threshold LOD":"7.24\/1.60","Peak Marker or Interval":"TG358","Location(s)":"3 & 4"};{};PMC3852376
836;Yield;{"Year":"2009"};{"R2":"0.65","Group":"Hort5-1","Peak LOD\/Threshold LOD":"13.42\/1.63","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
837;Fruit size/shape;{"Year":"2009"};{"R2":"0.42","Group":"Hort5-1","Peak LOD\/Threshold LOD":"10.20\/1.79","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
838;Fruit quality;{"Year":"2009"};{"R2":"0.21","Group":"Hort5-1","Peak LOD\/Threshold LOD":"4.44\/1.60","Peak Marker or Interval":"TG358","Location(s)":"4"};{};PMC3852376
839;Plant architecture;{"Year":"2009"};{"R2":"0.17","Group":"Hort5-1","Peak LOD\/Threshold LOD":"2.31\/1.72","Peak Marker or Interval":"TG358","Location(s)":"4"};{};PMC3852376
840;Trait Class;{"Year":"Year"};{"R2":"Flanking Markers","Group":"Group","Peak LOD\/Threshold LOD":"1-LOD Support Interval","Peak Marker or Interval":"Allele Direction","Location(s)":"Location(s)"};{};PMC3852376
841;Maturity;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(+)","Location(s)":"3 & 4"};{};PMC3852376
842;Yield;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
843;Fruit size/shape;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
844;Fruit quality;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(+)","Location(s)":"4"};{};PMC3852376
845;Plant architecture;{"Year":"2009"};{"R2":"TG358-cLEX13G5","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20131.3","Peak Marker or Interval":"(+)","Location(s)":"4"};{};PMC3852376
846;Plant architecture;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"1 & 2"};{};PMC3852376
847;DAP1st;{"Year":"2009"};{"R2":"0.42","Group":"Hort5-1","Peak LOD\/Threshold LOD":"7.24\/1.60","Peak Marker or Interval":"TG358","Location(s)":"3 & 4"};{};PMC3852376
848;DAP50;{"Year":"2009"};{"R2":"0.29","Group":"Hort5-1","Peak LOD\/Threshold LOD":"4.42\/1.71","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
849;YLD;{"Year":"2009"};{"R2":"0.65","Group":"Hort5-1","Peak LOD\/Threshold LOD":"13.42\/1.63","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
850;FH;{"Year":"2009"};{"R2":"0.42","Group":"Hort5-1","Peak LOD\/Threshold LOD":"10.20\/1.79","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
851;FW;{"Year":"2009"};{"R2":"0.27","Group":"Hort5-2","Peak LOD\/Threshold LOD":"4.11\/1.64","Peak Marker or Interval":"At3g17210","Location(s)":"3 & 4"};{};PMC3852376
852;FS;{"Year":"2009"};{"R2":"0.16","Group":"Hort5-1","Peak LOD\/Threshold LOD":"4.97\/1.69","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
853;FP;{"Year":"2009"};{"R2":"0.38","Group":"Hort5-1","Peak LOD\/Threshold LOD":"6.83\/1.69","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
854;30Wt;{"Year":"2009"};{"R2":"0.34","Group":"Hort5-1","Peak LOD\/Threshold LOD":"7.03\/1.79","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
855;SW;{"Year":"2009"};{"R2":"0.06","Group":"Hort5-1","Peak LOD\/Threshold LOD":"2.08\/1.60","Peak Marker or Interval":"T0536","Location(s)":"3 & 4"};{};PMC3852376
856;Brix;{"Year":"2009"};{"R2":"0.21","Group":"Hort5-1","Peak LOD\/Threshold LOD":"4.44\/1.60","Peak Marker or Interval":"TG358","Location(s)":"4"};{};PMC3852376
857;pH;{"Year":"2009"};{"R2":"0.18","Group":"Hort5-1","Peak LOD\/Threshold LOD":"2.54\/1.68","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
858;CD;{"Year":"2009"};{"R2":"0.17","Group":"Hort5-1","Peak LOD\/Threshold LOD":"2.31\/1.72","Peak Marker or Interval":"TG358","Location(s)":"4"};{};PMC3852376
859;HAB;{"Year":"2010"};{"R2":"0.38","Group":"Hort5-1","Peak LOD\/Threshold LOD":"4.36\/1.75","Peak Marker or Interval":"TG358","Location(s)":"3 & 4"};{};PMC3852376
860;H;{"Year":"2009"};{"R2":"0.32","Group":"Hort5-1","Peak LOD\/Threshold LOD":"5.81\/1.73","Peak Marker or Interval":"TG358","Location(s)":"3 & 4"};{};PMC3852376
861;W;{"Year":"2009"};{"R2":"0.22","Group":"Hort5-1","Peak LOD\/Threshold LOD":"3.05\/1.65","Peak Marker or Interval":"TG358","Location(s)":"1"};{};PMC3852376
862;SH;{"Year":"2009"};{"R2":"0.58","Group":"Hort5-1","Peak LOD\/Threshold LOD":"11.19\/1.63","Peak Marker or Interval":"TG358","Location(s)":"3 & 4"};{};PMC3852376
863;SZ;{"Year":"2009"};{"R2":"0.24","Group":"Hort5-1","Peak LOD\/Threshold LOD":"3.54\/1.73","Peak Marker or Interval":"TG358","Location(s)":"1 & 2"};{};PMC3852376
864;Trait Code;{"Year":"Year"};{"R2":"Flanking Markers","Group":"Group","Peak LOD\/Threshold LOD":"1-LOD Support Interval","Peak Marker or Interval":"Allele Direction","Location(s)":"Location(s)"};{};PMC3852376
865;DAP1st;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(+)","Location(s)":"3 & 4"};{};PMC3852376
866;DAP50;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(+)","Location(s)":"3"};{};PMC3852376
867;YLD;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
868;FH;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
869;FW;{"Year":"2009"};{"R2":"At2g39950-At5g49510","Group":"Hort5-2","Peak LOD\/Threshold LOD":"5.0\u20136.3","Peak Marker or Interval":"(+)","Location(s)":"3 & 4"};{};PMC3852376
870;FS;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
871;FP;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
872;30Wt;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
873;SW;{"Year":"2009"};{"R2":"TG358-cLEX13G5","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20131.3","Peak Marker or Interval":"(+)","Location(s)":"3 & 4"};{};PMC3852376
874;Brix;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(+)","Location(s)":"4"};{};PMC3852376
875;pH;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
876;CD;{"Year":"2009"};{"R2":"TG358-cLEX13G5","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20131.3","Peak Marker or Interval":"(+)","Location(s)":"4"};{};PMC3852376
877;HAB;{"Year":"2010"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3 & 4"};{};PMC3852376
878;H;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(+)","Location(s)":"3 & 4"};{};PMC3852376
879;W;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20131.3","Peak Marker or Interval":"(−)","Location(s)":"1"};{};PMC3852376
880;SH;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(+)","Location(s)":"3 & 4"};{};PMC3852376
881;SZ;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"1 & 2"};{};PMC3852376
882;Time to first ripe fruit (d);{"Year":"2009"};{"R2":"0.42","Group":"Hort5-1","Peak LOD\/Threshold LOD":"7.24\/1.60","Peak Marker or Interval":"TG358","Location(s)":"3 & 4"};{};PMC3852376
883;Time to 50% ripe fruit (d);{"Year":"2009"};{"R2":"0.29","Group":"Hort5-1","Peak LOD\/Threshold LOD":"4.42\/1.71","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
884;Yield;{"Year":"2009"};{"R2":"0.65","Group":"Hort5-1","Peak LOD\/Threshold LOD":"13.42\/1.63","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
885;Fruit height;{"Year":"2009"};{"R2":"0.42","Group":"Hort5-1","Peak LOD\/Threshold LOD":"10.20\/1.79","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
886;Fruit width;{"Year":"2009"};{"R2":"0.27","Group":"Hort5-2","Peak LOD\/Threshold LOD":"4.11\/1.64","Peak Marker or Interval":"At3g17210","Location(s)":"3 & 4"};{};PMC3852376
887;Fruit shape (H:W);{"Year":"2009"};{"R2":"0.16","Group":"Hort5-1","Peak LOD\/Threshold LOD":"4.97\/1.69","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
888;Fruit size;{"Year":"2009"};{"R2":"0.38","Group":"Hort5-1","Peak LOD\/Threshold LOD":"6.83\/1.69","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
889;Fruit weight;{"Year":"2009"};{"R2":"0.34","Group":"Hort5-1","Peak LOD\/Threshold LOD":"7.03\/1.79","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
890;Seed weight;{"Year":"2009"};{"R2":"0.06","Group":"Hort5-1","Peak LOD\/Threshold LOD":"2.08\/1.60","Peak Marker or Interval":"T0536","Location(s)":"3 & 4"};{};PMC3852376
891;Brix;{"Year":"2009"};{"R2":"0.21","Group":"Hort5-1","Peak LOD\/Threshold LOD":"4.44\/1.60","Peak Marker or Interval":"TG358","Location(s)":"4"};{};PMC3852376
892;pH;{"Year":"2009"};{"R2":"0.18","Group":"Hort5-1","Peak LOD\/Threshold LOD":"2.54\/1.68","Peak Marker or Interval":"TG358","Location(s)":"3"};{};PMC3852376
893;Canopy density;{"Year":"2009"};{"R2":"0.17","Group":"Hort5-1","Peak LOD\/Threshold LOD":"2.31\/1.72","Peak Marker or Interval":"TG358","Location(s)":"4"};{};PMC3852376
894;Plant habit;{"Year":"2010"};{"R2":"0.38","Group":"Hort5-1","Peak LOD\/Threshold LOD":"4.36\/1.75","Peak Marker or Interval":"TG358","Location(s)":"3 & 4"};{};PMC3852376
895;Plant height;{"Year":"2009"};{"R2":"0.32","Group":"Hort5-1","Peak LOD\/Threshold LOD":"5.81\/1.73","Peak Marker or Interval":"TG358","Location(s)":"3 & 4"};{};PMC3852376
896;Plant width;{"Year":"2009"};{"R2":"0.22","Group":"Hort5-1","Peak LOD\/Threshold LOD":"3.05\/1.65","Peak Marker or Interval":"TG358","Location(s)":"1"};{};PMC3852376
897;Plant shape (H:W);{"Year":"2009"};{"R2":"0.58","Group":"Hort5-1","Peak LOD\/Threshold LOD":"11.19\/1.63","Peak Marker or Interval":"TG358","Location(s)":"3 & 4"};{};PMC3852376
898;Plant size;{"Year":"2009"};{"R2":"0.24","Group":"Hort5-1","Peak LOD\/Threshold LOD":"3.54\/1.73","Peak Marker or Interval":"TG358","Location(s)":"1 & 2"};{};PMC3852376
899;Trait;{"Year":"Year"};{"R2":"Flanking Markers","Group":"Group","Peak LOD\/Threshold LOD":"1-LOD Support Interval","Peak Marker or Interval":"Allele Direction","Location(s)":"Location(s)"};{};PMC3852376
900;Time to first ripe fruit (d);{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(+)","Location(s)":"3 & 4"};{};PMC3852376
901;Time to 50% ripe fruit (d);{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(+)","Location(s)":"3"};{};PMC3852376
902;Yield;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
903;Fruit height;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
904;Fruit width;{"Year":"2009"};{"R2":"At2g39950-At5g49510","Group":"Hort5-2","Peak LOD\/Threshold LOD":"5.0\u20136.3","Peak Marker or Interval":"(+)","Location(s)":"3 & 4"};{};PMC3852376
905;Fruit shape (H:W);{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
906;Fruit size;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
907;Fruit weight;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
908;Seed weight;{"Year":"2009"};{"R2":"TG358-cLEX13G5","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20131.3","Peak Marker or Interval":"(+)","Location(s)":"3 & 4"};{};PMC3852376
909;Brix;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(+)","Location(s)":"4"};{};PMC3852376
910;pH;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3"};{};PMC3852376
911;Canopy density;{"Year":"2009"};{"R2":"TG358-cLEX13G5","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20131.3","Peak Marker or Interval":"(+)","Location(s)":"4"};{};PMC3852376
912;Plant habit;{"Year":"2010"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"3 & 4"};{};PMC3852376
913;Plant height;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(+)","Location(s)":"3 & 4"};{};PMC3852376
914;Plant width;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20131.3","Peak Marker or Interval":"(−)","Location(s)":"1"};{};PMC3852376
915;Plant shape (H:W);{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(+)","Location(s)":"3 & 4"};{};PMC3852376
916;Plant size;{"Year":"2009"};{"R2":"TG358-T0536","Group":"Hort5-1","Peak LOD\/Threshold LOD":"0.0\u20130.3","Peak Marker or Interval":"(−)","Location(s)":"1 & 2"};{};PMC3852376
917;09FD_120 Loc1 LEAF;{"F value Genotype":"1.69 **"};{"R2":"0.47","Dataset":"09FD_120","F value Loc or Chambera":"\u2013","Chr":"Chr5"};{};PMC3464107
918;–;{"F value Genotype":"0.77"};{"Dataset":"2.77 ***","Chr":"09FD_120 Loc2 LEAF"};{};PMC3464107
919;0.01 ns;{"F value Genotype":"0.64"};{"Dataset":"5.03 ***","Chr":"09FD_120 Loc1&2 STEM"};{};PMC3464107
920;7.02 ***;{"F value Genotype":"68.70 ***"};{"Dataset":"10FD-early_83 Loc1&2 LEAF","F value Loc or Chambera":"0.77","Chr":"10FD_83"};{};PMC3464107
921;–;{"F value Genotype":"0.59"};{"Dataset":"5.63 ***","Chr":"10FD-early_83 Loc1 STEM"};{};PMC3464107
922;–;{"F value Genotype":"0.66"};{"Dataset":"5.78 ***","Chr":"10FD-early_83 Loc2 STEM"};{};PMC3464107
923;0.02 ns;{"F value Genotype":"0.50"};{"Dataset":"4.49 ***","Chr":"10FD-late_83 Loc1&2 LEAF"};{};PMC3464107
924;–;{"F value Genotype":"0.43"};{"Dataset":"1.72 **","Chr":"10FD-late_83 Loc1 STEM"};{};PMC3464107
925;–;{"F value Genotype":"0.61"};{"Dataset":"4.40 ***","Chr":"10FD-late_83 Loc2 STEM"};{};PMC3464107
926;3.67 ***;{"F value Genotype":"0.82 ns"};{"Dataset":"GC_120 p7629 LEAF","F value Loc or Chambera":"0.60","Chr":"GC_120"};{};PMC3464107
927;0.02 ns;{"F value Genotype":"0.78"};{"Dataset":"2.58 ***","Chr":"GC_120 p10353 LEAF"};{};PMC3464107
928;0.18 ns;{"F value Genotype":"0.81"};{"Dataset":"1.88 ***","Chr":"GC_120 Sal10 LEAF"};{};PMC3464107
929;1.25 ns;{"F value Genotype":"0.55"};{"Dataset":"2.36 ***","Chr":"GC_120 p7629 STEM"};{};PMC3464107
930;0.03 ns;{"F value Genotype":"0.67"};{"Dataset":"1.75 ***","Chr":"GC_120 p10353 STEM"};{};PMC3464107
931;0.22 ns;{"F value Genotype":"0.74"};{"Dataset":"1.36 ns","Chr":"GC_120 Sal10 STEM"};{};PMC3464107
932;09FD_120 Loc1&2 LEAF;{"F value Genotype":"2.22 ***"};{"R2":"0.74","Dataset":"09FD_120","F value Loc or Chambera":"19.00 *","Chr":"Chr11"};{};PMC3464107
933;1.30 ns;{"F value Genotype":"0.55"};{"Dataset":"2.77 ***","Chr":"09FD_120 Loc1&2 STEM"};{};PMC3464107
934;6.42 ***;{"F value Genotype":"60.36 ***"};{"Dataset":"10FD-early_83 Loc1&2 LEAF","F value Loc or Chambera":"0.74","Chr":"10FD_83"};{};PMC3464107
935;–;{"F value Genotype":"0.52"};{"Dataset":"4.12 ***","Chr":"10FD-early_83 Loc1 STEM"};{};PMC3464107
936;–;{"F value Genotype":"0.62"};{"Dataset":"4.93 ***","Chr":"10FD-early_83 Loc2 STEM"};{};PMC3464107
937;–;{"F value Genotype":"0.62"};{"Dataset":"5.10 ***","Chr":"10FD-late_83 Loc1 LEAF"};{};PMC3464107
938;–;{"F value Genotype":"0.52"};{"Dataset":"3.01 ***","Chr":"10FD-late_83 Loc2 LEAF"};{};PMC3464107
939;–;{"F value Genotype":"0.45"};{"Dataset":"2.31 ***","Chr":"10FD-late_83 Loc1 STEM"};{};PMC3464107
940;–;{"F value Genotype":"0.60"};{"Dataset":"3.98 ***","Chr":"10FD-late_83 Loc2 STEM"};{};PMC3464107
941;1.90 ***;{"F value Genotype":"0.49 ns"};{"Dataset":"GC_120 p7629 LEAF","F value Loc or Chambera":"0.53","Chr":"GC_120"};{};PMC3464107
942;0.01 ns;{"F value Genotype":"0.63"};{"Dataset":"1.95 ***","Chr":"GC_120 p10353 LEAF"};{};PMC3464107
943;0.29 ns;{"F value Genotype":"0.78"};{"Dataset":"2.05 ***","Chr":"GC_120 Sal10 LEAF"};{};PMC3464107
944;0.44 ns;{"F value Genotype":"0.54"};{"Dataset":"2.59 ***","Chr":"GC_120 p7629 STEM"};{};PMC3464107
945;0.04 ns;{"F value Genotype":"0.61"};{"Dataset":"1.64 **","Chr":"GC_120 p10353 STEM"};{};PMC3464107
946;–;{"F value Genotype":"0.84"};{"Dataset":"1.40 ns","Chr":"GC-1_120 Sal10 STEM"};{};PMC3464107
947;–;{"F value Genotype":"0.78"};{"Dataset":"1.21 ns","Chr":"GC-2_120 Sal10 STEM"};{};PMC3464107
948;–;{"F value Genotype":"0.66"};{"Dataset":"2.42 ***","Chr":"GC-3_120 Sal10 STEM"};{};PMC3464107
949;10FD-early_83 Loc1&2;{};{"r":"0.58 ***","LEAF \/ STEM":"LEAF-LEAF","Chr":"Chr 5"};{};PMC3464107
